puzzle_id,solved,final_fitness,time_seconds,generations_run,population_size,mutation_rate,generations,selection_rate,random_selection_rate,nb_children,restart_after_n_stagnant
3,0,4,69.79,1000,500,0.1,1000,0.2,0.2,5,100
5,0,4,64.81,1000,500,0.2,1000,0.3,0.2,4,100
4,0,2,256.13,1000,2000,0.05,1000,0.3,0.2,4,100
7,1,0,214.16,332,5000,0.2,1000,0.3,0.2,4,100
8,0,6,71.37,1000,500,0.05,1000,0.3,0.1,5,100
3,0,2,279.1,1000,2000,0.2,1000,0.3,0.1,5,100
7,0,4,255.68,1000,2000,0.05,1000,0.4,0.1,4,100
3,0,2,635.79,1000,5000,0.1,1000,0.2,0.3,4,100
3,0,2,70.05,1000,500,0.3,1000,0.1,0.3,5,100
8,0,4,71.51,1000,500,0.3,1000,0.1,0.3,5,100
3,0,4,256.16,1000,2000,0.05,1000,0.4,0.1,4,100
4,0,4,70.31,1000,500,0.1,1000,0.3,0.1,5,100
1,0,6,71.07,1000,500,0.05,1000,0.2,0.2,5,100
4,0,9,66.22,1000,500,0.05,1000,0.1,0.4,4,100
5,0,4,285.87,1000,2000,0.3,1000,0.3,0.1,5,100
8,0,7,86.02,1000,500,0.1,1000,0.1,0.1,10,100
7,0,2,714.16,1000,5000,0.3,1000,0.1,0.3,5,100
4,0,4,708.64,1000,5000,0.1,1000,0.2,0.2,5,100
6,0,2,633.85,1000,5000,0.05,1000,0.4,0.1,4,100
2,0,4,70.34,1000,500,0.1,1000,0.2,0.2,5,100
0,0,2,703.84,1000,5000,0.3,1000,0.3,0.1,5,100
9,0,6,82.98,1000,500,0.1,1000,0.1,0.1,10,100
5,0,2,257.1,1000,2000,0.1,1000,0.1,0.4,4,100
7,0,10,70.69,1000,500,0.05,1000,0.2,0.2,5,100
7,0,4,69.77,1000,500,0.1,1000,0.3,0.1,5,100
1,0,4,69.23,1000,500,0.2,1000,0.2,0.2,5,100
8,0,4,70.99,1000,500,0.3,1000,0.1,0.3,5,100
3,0,2,634.42,1000,5000,0.05,1000,0.1,0.4,4,100
4,0,2,640.16,1000,5000,0.2,1000,0.1,0.4,4,100
8,0,4,333.73,1000,2000,0.2,1000,0.1,0.1,10,100
7,0,2,698.79,1000,5000,0.1,1000,0.2,0.2,5,100
6,1,0,24.59,395,500,0.3,1000,0.3,0.2,4,100
3,0,5,70.21,1000,500,0.05,1000,0.1,0.3,5,100
3,0,2,699.01,1000,5000,0.3,1000,0.1,0.3,5,100
9,0,4,634.55,1000,5000,0.05,1000,0.4,0.1,4,100
6,0,4,82.79,1000,500,0.05,1000,0.1,0.1,10,100
4,0,5,69.97,1000,500,0.05,1000,0.3,0.1,5,100
4,0,7,71.23,1000,500,0.05,1000,0.2,0.2,5,100
6,0,3,463.92,1000,2000,0.2,1000,0.3,0.1,5,100
4,0,2,884.3,1000,5000,0.2,1000,0.1,0.3,5,100
3,0,2,257.78,1000,500,0.3,1000,0.4,0.1,4,100
10,0,4,1157.19,1000,500,0.3,1000,0.3,0.2,4,100
6,0,4,3221.66,1000,500,0.2,1000,0.2,0.2,5,100
3,0,4,4760.45,1000,2000,0.05,1000,0.1,0.1,10,100
7,0,2,5066.06,1000,5000,0.05,1000,0.1,0.4,4,100
10,0,2,6108.62,1000,5000,0.05,1000,0.3,0.2,4,100
7,0,2,1116.58,1000,500,0.3,1000,0.3,0.1,5,100
0,0,4,7152.7,1000,5000,0.3,1000,0.1,0.3,5,100
0,0,4,2596.38,1000,500,0.3,1000,0.3,0.2,4,100
6,0,2,3426.17,1000,500,0.2,1000,0.3,0.2,4,100
4,0,5,12468.18,1000,5000,0.05,1000,0.2,0.3,4,100
9,0,2,12656.49,1000,5000,0.1,1000,0.1,0.1,10,100
3,0,4,12459.68,1000,5000,0.05,1000,0.3,0.2,4,100
9,0,2,10701.97,1000,2000,0.1,1000,0.2,0.2,5,100
8,0,6,3087.36,1000,500,0.05,1000,0.1,0.4,4,100
6,1,0,8610.71,297,5000,0.05,1000,0.2,0.2,5,100
10,0,4,3093.47,1000,500,0.3,1000,0.3,0.1,5,100
10,0,2,11693.13,1000,2000,0.2,1000,0.3,0.1,5,100
7,0,5,11188.04,1000,2000,0.05,1000,0.2,0.3,4,100
8,0,5,3110.77,1000,500,0.1,1000,0.2,0.2,5,100
8,0,6,4087.22,1000,500,0.1,1000,0.1,0.1,10,100
1,0,2,20428.42,1000,5000,0.2,1000,0.2,0.3,4,100
10,0,3,2968.48,1000,500,0.2,1000,0.3,0.2,4,100
2,0,2,23564.7,1000,5000,0.1,1000,0.1,0.1,10,100
6,1,0,3959.17,252,2000,0.2,1000,0.1,0.3,5,100
10,0,3,3015.44,1000,500,0.2,1000,0.2,0.3,4,100
7,0,2,15150.58,1000,2000,0.05,1000,0.1,0.1,10,100
2,0,2,27036.39,999,5000,0.2,1000,0.1,0.4,4,100
6,0,2,14396.02,1000,2000,0.2,1000,0.1,0.3,5,100
10,0,4,3364.67,1000,500,0.2,1000,0.1,0.1,10,100
4,0,2,30384.75,1000,5000,0.1,1000,0.1,0.3,5,100
4,0,2,1702.68,1000,500,0.2,1000,0.2,0.3,4,100
2,0,4,13048.92,1000,2000,0.05,1000,0.1,0.1,10,100
9,0,2,11149.05,1000,2000,0.05,1000,0.1,0.1,10,100
3,0,4,8147.29,1000,2000,0.2,1000,0.1,0.3,5,100
2,0,3,85.39,1000,500,0.2,1000,0.1,0.1,10,100
0,0,2,86.07,1000,500,0.2,1000,0.1,0.1,10,100
9,0,4,1077.85,1000,2000,0.05,1000,0.1,0.1,10,100
9,0,2,19481.98,1000,5000,0.2,1000,0.2,0.2,5,100
8,0,2,16400.23,1000,5000,0.2,1000,0.2,0.3,4,100
2,0,2,13354.04,1000,5000,0.3,1000,0.3,0.2,4,100
4,0,4,252.55,1000,2000,0.2,1000,0.3,0.1,5,100
9,0,4,254.07,1000,2000,0.2,1000,0.3,0.1,5,100
4,0,4,8532.65,1000,5000,0.1,1000,0.1,0.3,5,100
6,0,2,8530.86,1000,5000,0.3,1000,0.2,0.2,5,100
2,0,2,7611.8,1000,5000,0.1,1000,0.1,0.3,5,100
2,0,2,1375.04,1000,5000,0.2,1000,0.2,0.2,5,100
8,0,4,620.21,1000,5000,0.2,1000,0.2,0.2,5,100
1,0,2,609.32,1000,5000,0.2,1000,0.2,0.2,5,100
